publishedAt,platfrom,authorDisplayName,likeCount,textDisplay,label
28/01/2025,youtube,@tiasumarna5139,2,kontra no kena cap buzzer belah same shit different toilet,Negatif
28/01/2025,youtube,@yakuza5291,2,kadang sedih bijak kontra pas logika komentar nomor kontra bijak perintah kadang kocak lgsung cap anak abah baris sakit hati,Negatif
28/01/2025,youtube,@wongtrans,0,beda laku indonesia buzzer cuan haram wk tiasumarna,Negatif
28/01/2025,youtube,@wongtrans,4,yakuza rasain pas pilpres milih salah rilis alesannya anis usung extreme tambah mendikbud bijak kacau tambah gubernur pr jakarta pr provinsi sadar kompetensi urus prabowo minat milih beliau wakil haram rubah uu batas usia branding panglima kopasus lunak mulyono jiwa tni koar koarin tni tni bulshit ganjar tarik prof mahfud milih ganjar ganjar pr jateng sadar tambah usung adl partai merah partai identik haus kuasa jaman ragu alhasih alas pilih harus pilih kandidat kandidat bobrok susah nalar,Negatif
28/01/2025,youtube,@naufalalghifari3660,5,wongtrans tuju poin masyarakat jakarta senang puas dengank kerja perintah anies ketimbang gubernur gubernur drastis ubah jakarta transjakarta mrt lrt taman tebet eco park luas trotoar hapus jalur lambat jalur cepat jalan sudirman jis simpang csw dsb nilai butuh masyarakat masyarakat jakarta alih moda transportasi aman nyaman bebas polusi udara legacy anies jakarta pr wajar saudara laki laki mudah balik telapak tangan jakarta kota megalopolis duduk anies maju gubernur periode pilih kepala daerah diundurin serentak hemat anggar anies maju capres partai pks nasdem kader tanding elektabilitas kapasitas prabowo nilai menang,Negatif
28/01/2025,youtube,@WannHub-r6f,0,href href href href href href href href href tonton pintar pipel,Positif
28/01/2025,youtube,@addinihani,0,buzzer botak kocak,Negatif
28/01/2025,youtube,@dolandulin163,0,mbg baik selektif efisien bps dimanfaatin audit istana makan tolong program,Negatif
28/01/2025,youtube,@dayatmisteri5203,0,video tertawa pas bahas dedy tertawa mencret dikit,Negatif
28/01/2025,youtube,@williamgew,0,buzzer tertawa goblog pecah tertawa,Negatif
28/01/2025,youtube,@yulismanperdana4199,0,terima kasih pandji ngebuka perspektif program mbg,Netral
28/01/2025,youtube,@nierA2b2,0,uang jajan tipis setip emosi pandji canda jaman bantu uang jajan bar kas kelas contoh isi bensin bayar rental ps dan lain lain,Negatif
28/01/2025,youtube,@fredymulyana4325,0,makan gizi gratis solusi anak stunting data anak stunting sumbang anak kaya juta rakyat indonesia alami lapar tempat indonesia urut asean indonesia hasil sampah makan ton tempat indonesia posisi asean calon pimpin kampanye bikin program konyol rakyat lihat program realistis jalan sasar urus program jalan raka prioritas prioritas menang kuasa,Positif
28/01/2025,youtube,@srimamikmamik5547,0,panji tolong anak jujur marah kasar wajar murid guru kali patut indonesia lucu,Negatif
28/01/2025,youtube,@valerianmd1328,0,to join the member,Positif
28/01/2025,youtube,@dekihamdani4447,0,buset barus sadar jam belakang panji beneran nyala doong pajang doang,Negatif
28/01/2025,youtube,@AresGoodEnough,0,terima kasih member ngebolehin sila rilis,Positif
28/01/2025,youtube,@deckhero-r7v,0,gratis harga ribu ada vs makan kotak konsumsi artis proper ribu harga,Negatif
28/01/2025,youtube,@rosidinasmaddedekariahbe4975,1,pas lgh mkn nonton panji sayah sampei keselek wadaww hilang selera mkn ku ta ketawa si cahyadi popay botak kocak terlallu jujur aku kallo si cahyadi botak buzer lgh nyindir dirinyah,Positif
28/01/2025,youtube,@MuhamadRizki-pq4uq,15,coba opini pribadi mbg program simpel keluarga sekolah sd smp kasih uang jajan nilai banding teman pantar jam istirahat sekolah seringkali iri teman penuh lapar beli makan jajan kantin tahan asa lapar tsb uang beli makan terkadang uang ongkos pulang pergi sekolah sedih program mbg syukur rasa sekolah syukur panji nama program salah program tuju harap prabowo presiden program lanjut cerita alam terima bagi syukur program mbg tsb,Negatif
29/01/2025,youtube,@lieskoer,1,orang tua emaknya kreatif bawain bekal potong ceplok telor laku anak bekal uang beli beli minum minum habis,Negatif
30/01/2025,youtube,@giggmaster6821,2,ijin opini tambal singkat mgb mmbantu anak susah makan kasih makan sehat sempurna x hari jangka mbg selesai asli lapar sulit makan anak keluarga mgb alat pangkas rumput liar anggar cabut akar,Negatif
15/02/2025,youtube,@enhaaduapat,0,anak alergi bahan masakan makan alergi telur ayam alergi ikan dan lain lain menu mbg putar perintah mikir situ yaa hiks,Negatif
28/01/2025,youtube,@juliantoginting6774,0,program makan gerat jalan anggar sasar korupsi,Positif
28/01/2025,youtube,@yudikjontor9880,0,tolol deddy,Negatif
28/01/2025,youtube,@abyjem,3,cuci darah cover sungguh bantu bpjs mslah antri wajar mmg dirilaah,Negatif
28/01/2025,youtube,@adityawardhana5103,0,adu botak byon combat,Negatif
28/01/2025,youtube,@AminahAminah-jz2nv,0,masya allah pnjlasan mas panji tntang prtumbuhuan stunting notabene sekolah ngrti,Positif
28/01/2025,youtube,@reaumur,6,alhamdulillah terima kasih member hati ngarep konten sila rilis publik terima kasih member,Positif
28/01/2025,youtube,@paimonr.i.p7417,0,ok gas ok gas ok gas indonesia bubar,Negatif
28/01/2025,youtube,@djakfarPhD,0,makan siang belalang ulat sagu suruh dedy corbuzier makan coba keluarga subscriber,Negatif
28/01/2025,youtube,@nemo_9957,0,oh paham si deddy terima mbg kalang miskin argumen kait kaya ngeri pikir,Negatif
28/01/2025,youtube,@wiwinhandayani5020,0,tuju pmb anak ulas i salah tua pmb luar negerini sayur cm rebus daging ayam rebus tabur garan minyak wijen inti biasa anak makan sehat makan lidah,Negatif
28/01/2025,youtube,@quincy_k1ng,0,tolol makan gizi eksekusinyaa,Negatif
28/01/2025,youtube,@butet2k,0,makan gizi gratis lanjut pas bicara tuju posisi apbn porsi potong selagi guru gaji ribu stunting,Positif
28/01/2025,youtube,@kiwoxgen9929,0,pandji nyebut deddy cahyadi baik mockingnya ultimate,Negatif
28/01/2025,youtube,@MuhammadIqbal-cm4dk,0,lucu wkwkw,Negatif
28/01/2025,youtube,@robicahyadi4589,0,terimasih konsumen tunggu rilis,Positif
28/01/2025,youtube,@isin_mm,0,deddy makan steak jt tetep racun pandji makan makan berak berak,Negatif
28/01/2025,youtube,@leonardosinambela9558,0,anak sarap pergi sekolah mgb program kawal,Positif
28/01/2025,youtube,@ElmoBagus-e1m,0,si botak semenjak login cabul,Negatif
28/01/2025,youtube,@djakar9630,0,tuju political will,Negatif
28/01/2025,youtube,@srimamikmamik5547,1,kawan panji malu jahat kelamin kholid hadeh,Negatif
28/01/2025,youtube,@ThinkMyHand,49,depan cahyadi terang terang buzzer perintah agresif media tutup the door fell mati,Negatif
28/01/2025,youtube,@bungalist,4,cium jaman pakde periode,Negatif
11/02/2025,youtube,@ThinkMyHand,1,staf khusus menteri tahan bidang komunikasi sosial publik,Negatif
28/01/2025,youtube,@g.m.r.suryadiredja,0,cahyadi corbuzier buzzer kasih kelas balikin kritik musuh utama buzzer terima kasih member ngomong-ngomong,Negatif
28/01/2025,youtube,@markonahlyfe,1,bahas bini cahyadi,Negatif
28/01/2025,youtube,@danumuhazir4260,0,kocak tertawa,Negatif
28/01/2025,youtube,@User-pay5595,1,mbg racun massal dedy racun tunggal,Negatif
28/01/2025,youtube,@SutanBatoegana,1,ngarep orang tua ngarep perintah balik gizi anak tanggung orang tua orang tua sadar sedia makan gizi sulit anak makan gizi perintah mustinya sifat daerah kena bencana gagal panen anak tinggal ortunya dan lain lain sifat peran perintah kasih sadar gizi program tunda anak planing finansial anak bandingin maju mrk anggar limpah anggar tidak ada uang mbg anggar gede ujung berat rakyat dng naikin pajak,Negatif
28/01/2025,youtube,@barongwie845,0,situ bangsa terima kasih,Positif
28/01/2025,youtube,@pandji.pragiwaksono,0,diri yayasan kanker anak bantu ratus adik kanker keluarga sebar indonesia subscribe youtube pita kuning terima kasih b pencet capslock b,Negatif
28/01/2025,youtube,@onypewe,0,terima kasih investor,Positif
28/01/2025,youtube,@ibrahimyudistira4959,0,tawar nji progam mbg program populis celah korupsi ahh,Negatif
28/01/2025,youtube,@yoowanas,0,kalimat lucu diajarin syukur ngerubah bentuk dagu fakk lucu wkwkw,Negatif
28/01/2025,youtube,@pryoio9007,0,telanjur nethink selenggara program anw nyadar jam gerak uckszu wh gy mb dv ujung ksify lzfolm akanydqag,Positif
28/01/2025,youtube,@verysuryadi2190,0,dukung prabowo contoh oke oce program unggul cuek ajaa,Positif
28/01/2025,youtube,@a.m.sportbjm3496,0,plek ketiplek niru om the rock miring kepala zoom kepala bahu,Positif
28/01/2025,youtube,@MadaAlamsyah,0,ikut tertawa,Negatif
28/01/2025,youtube,@fadillahproperty,0,umur mas pandji sehat suara,Negatif
28/01/2025,youtube,@wardaniadrian1392,0,terima kasih member budiman,Positif
28/01/2025,youtube,@CP-w3p,0,program makan gizi gratis perata ekonomi rata hasil maksimal sesuai harap mreka anak status ekonomi lumayan pasti pilah pilih makan apalg budget mbg bilang minim porsi lauk dapat beda tempat papua anak syukur hari makan susah pikir bagaiman fokus jangkau contoh pribadi sekolah uang jajan makan sesuai selera syukur paksa makan suka,Negatif
28/01/2025,youtube,@budhiarto5340,0,botak kocak uckszu wh gy mb dv ujung ksify lzfolm akanydqag,Negatif
28/01/2025,youtube,@AntarJawa24,1,program mbg anak paud mi program makan gizi bayar anggar ribu porsi hasil jelek program mbg oknum vendor ngasal masak opini,Negatif
28/01/2025,youtube,@justicejustice1474,1,maksud buruk vendor kasi racun dsb om ded kesan gaboleh kritik mbg kritik vendor baik,Negatif
28/01/2025,youtube,@ajinugroho4950,0,murid kasih makan gratis guru honore gaji miris,Positif
28/01/2025,youtube,@HWS619,0,om ded murni blunder aku salah video bedah panji bias terima banding bedah banyak twitter lanjur kesal om ded lebih baik panji lamar nulis script om deddy hindar ucap disalahartikan video mantap stuju perkatan panji terima kasih member video rilis publik,Negatif
28/01/2025,youtube,@ahmadkholil594,0,kota da da gagal protes perintah daerah cari katering suruh klrifikasi jngn langsung presiden,Negatif
28/01/2025,youtube,@xkosantosohyde,0,dp ngurusin bijak publik lebih baik suruh benerin dagu miring si tukar podcast jabat lettol tupeler peak,Negatif
28/01/2025,youtube,@hexagame3580,0,judul bela mbg tertawa tolol buzzer,Negatif
28/01/2025,youtube,@feiy7420,0,mantap panji jelas program dukung program tolol diketawain makan salah cek vendor masak dn,Negatif
28/01/2025,youtube,@docilusdoc,0,tertawa,Negatif
28/01/2025,youtube,@antontriyuliatno3421,0,program perintah an program kritik perintah jawab rakyat rima protes nama program perintah embel gratis rupiah kualitas uang pajak,Negatif
28/01/2025,youtube,@clarissaputri8797,0,halo panji anak sd berat badan bawah bmi bekal nugget sosis mie bayang makan bekal alhasil badan cm dukung program makan gratis anak sekolah remeh gizi anak jaman sekolah orang tua siswa tolak imunisasi sdm rendah,Negatif
28/01/2025,youtube,@ourfamilyspets6166,0,maaf kakak gantung makan gratis jamin tumbuh kembang anak maksimal peran tumbuh kembang anak,Positif
30/01/2025,youtube,@clarissaputri8797,1,ourfamilyspets mbak gantung anak tanggung orang tua sekolah perintah bantu andil anak anak perut kosong,Negatif
28/01/2025,youtube,@animakuraa,0,opini,Netral
28/01/2025,youtube,@rizqmohamedrizq8796,0,sekolah gratis seragam buku buku plus mbg program keren mbg anak miskin sekolah ngerasain,Positif
28/01/2025,youtube,@txtperdana,0,program masterplan sop ketat taat daerah implementasi cepat,Negatif
28/01/2025,youtube,@baskoroart6281,0,rsud kabupaten psikiater bpjs,Netral
28/01/2025,youtube,@fajriluthfi9532,0,unsubscribe deddy corbuzier pintar dengung host interviewer dangkal,Negatif
28/01/2025,youtube,@Aditya-pr5sn,0,pimpin negeri suka menghayal bingung uang,Negatif
28/01/2025,youtube,@iceynenith8634,0,ana suka daging bilang daging enak suka ikan bgtulah anak enak suka bilang enak sakit hati denger dc ngamuk mabok aduh educated bahasa noraklk habis,Negatif
28/01/2025,youtube,@justicejustice1474,1,gapernah lihat dc seblunder argumen remeh betul buzzer kali,Negatif
28/01/2025,youtube,@dikkycandra5009,0,terima kasih member hati kasih sempat nonton,Positif
28/01/2025,youtube,@imamnegara5927,0,food estate gagal tolol,Negatif
29/01/2025,youtube,@BagusrRio,0,food estate bentuk kedok buka lahan sawit jual kayu hasil gundul hutan logika kelas perintah power konsultasi ahli tani kebun gagal bikin jembatan gedung kompleks buka lahan tani sederhana gagal,Negatif
29/01/2025,youtube,@imamnegara5927,0,bagusrrio ide tolol brrti,Negatif
28/01/2025,youtube,@rezaalrasyid8181,0,mari ketawain deddy corbuzier bareng pandji kritisi bareng program makan siang gizi gratis perintah,Negatif
28/01/2025,youtube,@ytbff78,0,susah ratus triliun duduk mampu banding mpod mpodan presiden nombok modifikasi utama prioritas panji ceritain ntt baik rapot sisi akademik anak bekal butuh gizi anak kasih nugget melulu sisa triliun lebih baik subsidi sekolah gratis nurunin biaya ukt ptn investasi bidang didik angkat ekonomi keluarga nntinya mampu sedia makan dukung panji orang sehat pinter milih presiden,Negatif
28/01/2025,youtube,@YuumeiChan,0,lucu pas jaman cahyadi vs vincent si pilot asli laku kalah kalah bocah umur wkwkwk,Negatif
28/01/2025,youtube,@muhammadhamdanfatah2084,0,false dilema fallacy mindset kembang masyarakat indonesia contoh kritik makan siang gratis anak abah anak ganjar anak apa dc batas ranah harga makan timbang makan enak olah timbang anak alergi moga bahas fallacy,Negatif
28/01/2025,youtube,@rickywinalda1821,0,empat video ngetawain om ded,Negatif
28/01/2025,youtube,@juniforu5441,0,marah marah rigen pindah dedy,Negatif
28/01/2025,youtube,@WarRobotsGameroom,0,kadang sebel gampang nuduh dapat baser kayak agus novi team agus serang basernya novi,Negatif
28/01/2025,youtube,@axwelll777,0,salah posisi program makan siang gratis pov deddy corbuzier posisi program makan siang gratis sedekah perintah komplain kasih sedekah its completely wrong program running by apbn ambil uang rakyat perkara uang pribadi mr president jadi compromise makan siang gratis gaenak muncul muka komplain makan standard uang tolong komplain konsep tolong me manage uang makan siang gratis its our tidak bisa akan batas our to komplain kecuali pandang charity anggap rakyat engga what a respon from buzzer sayang level pandang by all means,Negatif
28/01/2025,youtube,@farhanfarr8368,663,kutip ucap gerald vincent syukur syukur alas benar salah,Positif
28/01/2025,youtube,@Asiya_Z_Asna,9,syukur sabar ikhlas tuju salah sasar atas teman potong uang jalan dinas kasih teman paro bilang sabar syukur kasih paro,Positif
29/01/2025,youtube,@djiesamsoel8351,1,tonton habis,Negatif
29/01/2025,youtube,@translator1267,0,cakep ih ngomong-ngomong gerald vincent,Negatif
29/01/2025,youtube,@cryptobitcoin-ui3bg,1,tarik,Negatif
01/02/2025,youtube,@Smurf20,0,makan habis syukur,Positif
28/01/2025,youtube,@Car-kr5ok,0,salah tanda masyarakat cerdas pikir kritis pikir dalam dukung mbg mbg efektif efisien program habis anggar triliyun makan buang uang triliyun kecuali makan makan efektif makan menu menu bikin anak cerdas lha makan menu program ganjar anak miskin dikuliahin gratis putus mata rantai miskin prabowo malu henti program mbg ganti program ganjar mbg anggar potong hambat performa kerja menteri potong,Negatif
28/01/2025,youtube,@indotrivia_id,0,enak denger ketawa pandji pas ngetawain deddy ketawa pas ngobrol radit wkwkwkw nular njir tertawa,Negatif
28/01/2025,youtube,@heryatiheryati9678,0,mending kasih rakyat lowong kerjasn gaji pada hidup keluarga repot makan anak biarin anak tua kadih makan butuh dimurahin pajak diturunin tengah bawah gaji presiddn wapres jabat anggota dpr mpr diturunin sita harta maling uang rakyat bayar hutang,Negatif
28/01/2025,youtube,@screen06,0,gamau makan steak harga juta,Negatif
28/01/2025,youtube,@WarRobotsGameroom,0,lucu point makan steak juta racun simpel racun komplain beli steak juta racun komplain wajar jokesnya komplain sedang apa dipake komplain wajar komplain,Negatif
28/01/2025,youtube,@ramz7,0,cahyadi buruk khasanah warga botak,Negatif
28/01/2025,youtube,@amazingray3295,1,bedain program tolol program hasil baik,Positif
28/01/2025,youtube,@primaseptianda4128,0,wkwkwk subjektif alas dukung cegah stunting lambat dana program unggul bodoh dana triliun hari asumsi tahun sekolah triliun buang kotor andai uang program padat karya tahan pangan manfaat lapang kerja juta apbd kabupaten daerah trilun tahun dana cakup urus kabupaten gaji asn bangun infrastruktur didik sehat tani program mubazir prgoram produksi kotor t habis moga program bakar uang henti program alih program didik interrnet gratis baik sarana prasarana didik tingkat kapasitas tenaga didik tingkat sarana prasarana sehat tingkat kualitas tenaga medis paramedis tingkat kapasitas tani nelayan subsidi pupuk tani subsidi bbm nelayan mubazir kotor,Positif
28/01/2025,youtube,@juniforu5441,0,cegah stunting program makananya hamil,Negatif
28/01/2025,youtube,@primaseptianda4128,0,juniforu stunting cegah bayi kandung usia lambat panji bela anak untung subjekif panji,Negatif
28/01/2025,youtube,@juniforu5441,0,primaseptianda program sasar hamil pandji bicara kayak,Negatif
28/01/2025,youtube,@primaseptianda4128,0,juniforu kait program penuh hamil era periode jokowi anggar ratus trilun lekat program tingkat gizi hamil dpa dinas sehat kabupaten kota indonesia pelaksanaanya sasar isi program jalan dinas makan minum giat rapat jabat,Negatif
28/01/2025,youtube,@TimurAyuni,0,salah program mbg salah skala prioritas genting dana program emergency difikir daerah didik maksimal program desak panji nyinggung kupang kota pelosok bayang parah ngomong-ngomong terima kasih member,Negatif
28/01/2025,youtube,@rezaaulia6863,0,pandji so so an ngritik kayak kerja program kasih gratis syukur ngomel contoh kadang kadang kacau bilang kayak cepat embel embel gratis mbg hilang uang apbn gratis gratis suka pakai bela kritik,Positif
28/01/2025,youtube,@Aryo.Rabbani,1,malam buka situs mensrea beli tiket sold tambah kuota tiket sebar semarang,Negatif
28/01/2025,youtube,@maulanaalifal-fatih4700,0,sekolah makan gratis sekolah anak cuman sekolah jakarata doang kah,Positif
28/01/2025,youtube,@payuwijaya,1,mkasih om panji bodoh si buzzer dedi buzzer kutip om panji maling teriak maling om panji kasih si om dedy cermin tolong sadar ngaca wkwkwkwwkk ketawa bareng nonton video om panji terima kasih alot,Positif
28/01/2025,youtube,@luhurpras02,0,respon tenang baik respon marah asumsi liar publik enak beragumen leher kepala tegak lurus pakai baju miring tali kama putus,Negatif
28/01/2025,youtube,@NoMetaEnjoyer,0,tuju mbg cuman data miskin tara nama boros anggar,Negatif
28/01/2025,youtube,@sibelek,0,moga sehat member hati,Netral
28/01/2025,youtube,@andikurnia9777,0,program bodoh laksana,Negatif
28/01/2025,youtube,@heryantopecel,9,tuju suka poin fairnya dukung jelek jahat kritik,Negatif
28/01/2025,youtube,@shinonomemaomao,0,terima kasih pandji ubah sudut pandang ku bijak perintah gagal,Negatif
28/01/2025,youtube,@netizenyangbudiman,1,deddy kokbuzzer,Netral
28/01/2025,youtube,@ranuhichannel3136,0,inti dewasa nilai kaya anak,Positif
28/01/2025,youtube,@Dikaalimansyur,0,terima kasih you members,Positif
28/01/2025,youtube,@heryatiheryati9678,0,bikin program pikir,Positif
28/01/2025,youtube,@joeyjoy3512,16,okee sii mgb pas kritik tu bilang oke terima kasih kritik saran usaha baik pikir saran bla bla bla sewa buzzer serang kritik intimidasi anak anak tuu adem tuu ribut,Negatif
29/01/2025,youtube,@yalaya635,0,this niat bantu dukung dikatain anak abah hadeh,Negatif
28/01/2025,youtube,@HENDZZ_SHORT,0,tertawa ngomong-ngomong makas member budiman,Negatif
28/01/2025,youtube,@alisipdeh,0,ybs rasa serang buzzer ybs buzzer pikir buzzer vs buzzer alam pikir hitam putih alias biner ketawa,Negatif
28/01/2025,youtube,@haposanmanurung2326,5,program dp nol rupiah upaya tingkat akses masyarakat milik rumah implementasi hadap tantang risiko kredit macet beban cicil potensi spekulasi batas regulasi perban bijak seringkali selesai akar daya beli masyarakat alternatif subsidi dp program kpr subsidi efektif lanjut,Negatif
31/01/2025,youtube,@khalidpotter,0,regulasi perban bikin dp maksimal kpr pasar slogan dp,Positif
28/01/2025,youtube,@andiniputri5416,0,malam now watching tdr buka kulkas besok masak makan bisa orang tua minim telor protein hewani lauk anak puter telor kdng ceplok kdng semur anak bosan telor alih ayam,Negatif
28/01/2025,youtube,@kaderatna4311,0,terima kasih member diupload publik,Positif
28/01/2025,youtube,@IG-mo2pj,0,si botak aku pintar people bego,Positif
28/01/2025,youtube,@irnadiana9136,0,terima kasih member budiman sehat sehat,Positif
28/01/2025,youtube,@duatelur7606,0,bahas tolong bahasa indonesia ganti kejar kejer terima kasih,Negatif
28/01/2025,youtube,@wariyantisantoso8699,0,he he he wakil isi hati nilai dc,Negatif
28/01/2025,youtube,@JosephImmanuel-u3x,1,cahyadi mengcounter kritik mbg terima mbg terima kasih kritik anak gila,Negatif
28/01/2025,youtube,@mustofamuktiibrahim5798,0,pass nama dedi co buzzer,Positif
28/01/2025,youtube,@mamano.k.5916,0,kritik program mbg distributor tni daya tani katering kantin duit gelap dalem lingkup tni audit sipil,Negatif
28/01/2025,youtube,@dyaschairunnisa5794,0,denger cahya istri habis pikir laki bini ngomelin anak sd nyuruh anak sd syukur polos hadeh,Negatif
28/01/2025,youtube,@ardiansyahandika9157,0,auneko panji as my inspiration by some things,Netral
28/01/2025,youtube,@YoulieAnna,52,bukti bpjs keluarga hidup kabupaten bpjs bantu tekan biaya sehat bpjs perintah muncul keluarga langsung bikin kali ibukku rawat inap pungut biaya,Negatif
31/01/2025,youtube,@sitinurhayatinatsir3575,1,biaya bpjs iur biaya layan sehat,Negatif
31/01/2025,youtube,@YoulieAnna,0,sitinurhayatinatsir asli tidak ada biaya beli air infus itu berat konsul dokter spesialis kulit sakit kusta obat cover bpjs tahun ambil bulan skali lembar tanggal tanggal obat tambah minggu smuanya gratis tis tis pungut biaya oh periksa puskesmas camat,Negatif
01/02/2025,youtube,@StellcosOfficial,0,sitinurhayatinatsir hai iur bpjs kelas,Netral
28/01/2025,youtube,@denikurniawan1352,0,pandji pragiwaksono salah sekak deddy corbuzier coba lihat pandji tamu tutup the door,Negatif
28/01/2025,youtube,@thisised20,0,nyebut the rock jargon its doesnt matter remakenya racun its does nt matter if you racun,Negatif
28/01/2025,youtube,@duatelur7606,6,pikir nasib dagang kantin sekolah sekolah latih evaluasi proyek program makan gizi dagang kantin usaha usaha luar ekosistem sekolah nasib dagang ancam karakter anak anak sekolah dagang dagang seko puluh gulung tikar proyek makan gizi usaha katering sekolah,Negatif
28/01/2025,youtube,@hasanasykari9530,0,rilis paham masyarakat mem pilih,Positif
28/01/2025,youtube,@WarRobotsGameroom,0,bersodara paham susah kasih makan anak untung tinggal desa bantu makan rumput an halaman rumah,Negatif
28/01/2025,youtube,@ericanabena9263,0,penasaran kakak mila ngomelin om botak gara serang anak sd ngomel rumah,Negatif
28/01/2025,youtube,@sudrajatrahman638,0,rilis rilis lha member,Positif
28/01/2025,youtube,@MimiMimi-ms5rh,0,terima kasih panji ngetawain om onoh,Negatif
28/01/2025,youtube,@fuad2357,0,efek usah kantin sekolah yak,Negatif
28/01/2025,youtube,@meylandoo,0,gara gara datengin om om otot share,Negatif
28/01/2025,youtube,@iniyohobbies2404,1,indonesia sdah pinter kritik operasional bijak program mbg butuh,Negatif
28/01/2025,youtube,@bobycahyadi5464,0,bawa cahyadi,Negatif
28/01/2025,youtube,@septiansyektiw3719,0,pas video cahyadi muncul emosi pas bahas kocak anjing,Negatif
28/01/2025,youtube,@sanshyu7609,0,botak guoblock manfaatin profil mikir ulang pangkat letkol ucap konyol,Negatif
28/01/2025,youtube,@trirusnanto2286,0,an maklum gagal program presiden bohong janji janji om nji gagal narasi rap beliau kampanye menteri wamen loh maklum gagal program program gagal maklum,Negatif
28/01/2025,youtube,@ahmadfadhli2385,0,sila lucu,Negatif
28/01/2025,youtube,@MbahMu9829,2,this is a masterclass to defend your friend without compromising your personal image bravo welldone,Negatif
28/01/2025,youtube,@urdabs,0,koreksi dikit palalu peang pea peang kaya bentuk kepala jendol,Negatif
28/01/2025,youtube,@poeee_,0,menit bilang pea kayak sengaja bilang peang,Negatif
28/01/2025,youtube,@urdabs,0,poe bnr tu peang bagai informasi doang,Negatif
28/01/2025,youtube,@nirwansyahnazar8567,0,isi rilis,Negatif
28/01/2025,youtube,@Saykung_anh,0,stunting yaumur dikit,Negatif
28/01/2025,youtube,@trinofansyahputra8878,0,kritis makan gizi habis bikin sejahtera bikin sejahtera masyarakat penuh gizi,Negatif
28/01/2025,youtube,@wcandra664,142,tonton setia omded opini kadang kontroversial erti habis langsung hilang respek buzzer tuju video anak kritik program master psikologi tidak bisa nangkep sambung harta syukur dan lain lain ngatain anak bikin video kaya mentingin adab didik anak eh dia gapunya adab,Negatif
28/01/2025,youtube,@JhanOjan,0,gamau bahas politik pandji ubah,Negatif
29/01/2025,youtube,@cobaajja2121,3,anak kasi nasi bungkus lauk tempe telor lahap hubung unsur politik gede gedein balik layar skenario benci,Negatif
29/01/2025,youtube,@duluganteng,4,jhanojan kolonel politik,Negatif
29/01/2025,youtube,@fajarpradana9620,2,duluganteng mas bahas politik,Negatif
30/01/2025,youtube,@cimbniaga2484,3,cobaajja bukti anak sd tuduh skenario,Negatif
28/01/2025,youtube,@trirusnanto2286,0,om nji video kali fokus program bahas perintah jalan program bahas laku perintah program bahas main balik mbg tuju program syarat korban tuju praktik penuh yaa coba cari om,Negatif
28/01/2025,youtube,@clientindonesia3776,0,indonesia maju banyak feodal perintah coba cek maju sistem basmi korupsi efektif tahu korupsi minimal mundur ahok ngelawan mafia korupsi percaya,Negatif
28/01/2025,youtube,@hi_vi8703,0,enam juta racun lebih baik makan steaknya batak ribu porsi racun so nama bodoh,Negatif
28/01/2025,youtube,@BoozoorBadagz,0,tuyul keker mmg coba tisik smnjak oplas dagu miring otak aneh kasihan,Negatif
28/01/2025,youtube,@maulana.muslih,112,bedain program tolol tolol ketawain dukung gagal dukung nama program salah respect poin video,Positif
20/02/2025,youtube,@handridwi3014,0,program level perintah rt rw salah salah minor,Negatif
08/03/2025,youtube,@tegarsatriani4327,0,gantung gagal,Negatif
28/01/2025,youtube,@haqonfahrul,0,cahyadi kocak pentil jelek,Negatif
28/01/2025,youtube,@thereallesgrossman,126,sumpah kesal pas kali baca komennya cahyadi pandji baca komennya ketawa ketawa ketawa nular,Positif
29/01/2025,youtube,@donschannel9151,2,bangkai tertawa gara steak juta racun tertawa maksud salah si om cahyadi nyambung lucu video nulis komen tertawa hahaha,Negatif
30/01/2025,youtube,@dirtyfades,2,baik hormat badut tertawa,Netral
28/01/2025,youtube,@thereallesgrossman,54,racun makan makan steak juta bikin cahyadi racun makan siang gratis bikin anak lari puskesmas,Negatif
03/03/2025,youtube,@kruegerrtv1960,0,coba hidup papua lebih baik makan enak pilih makan otak pakai dikit,Negatif
28/01/2025,youtube,@GILTimmerman,0,pu lau bikin cua mantap,Positif
28/01/2025,youtube,@thereallesgrossman,14,terkadang bilang buzzer ujung ujung buzzer,Negatif
28/01/2025,youtube,@GumamOpini,1,alien,Netral
28/01/2025,youtube,@ignatiusbimo6076,0,pandji rasional cahyadi,Netral
28/01/2025,youtube,@BejoBae-m8z,0,keluarga lidah beda indonesia ulat sagu belalang,Negatif
28/01/2025,youtube,@ajomanorianto6367,0,subjektif hapus kecewa sahabat ya saudara laki laki,Positif
28/01/2025,youtube,@ariefjati4545,0,makan bergzi gratis simbol gagal perintah kendali harga sembilan bahan pokok tanah air harga sembilan bahan pokok tangan tani rendah tengah gempur harga pupuk pestisida mahal mahal lewat rantai distribusi ruwet perintah jaga stabil harga sembilan bahan pokok stabil mahal,Negatif
29/01/2025,youtube,@cahbagus9180,0,logika program makan gratis amerika china eropa relevan topik bahas program makan gratis bahas isyu ekonomi fokus kritisi menu makan gratis layak,Positif
28/01/2025,youtube,@notYisan,0,makan gizi gratis jalan industri tunjang daging ayam mahal ternak lele susah distribusi bahan pangan standard susah kontrol mre cahyadi bela anggap buzzer,Positif
28/01/2025,youtube,@wetbandyyts,0,terima kasih donatur,Positif
